Lisa Conn 8D V3 2010.02.27 12:10 ,,
Freq,Impedancedata,Phase
1907,4.056248665,-0.839301632
1907.5,4.055062294,-0.840630963
1908,4.054288864,-0.837097018
1908.5,4.05328989,-0.838375491
1909,4.05420208,-0.834637829
1909.5,4.055426121,-0.836338197
1910,4.055473328,-0.833078179
1910.5,4.055711269,-0.834618735
1911,4.056111336,-0.831047525
1911.5,4.058153152,-0.832297587
1912,4.060983658,-0.828907895
1912.5,4.063889503,-0.830474101
1913,4.0676651,-0.827263327
1913.5,4.070845127,-0.829107897
1914,4.07521677,-0.82579214
1914.5,4.080488682,-0.827942416
1915,4.084647179,-0.825001945
1915.5,4.090971947,-0.827133039
1916,4.096704483,-0.824623489
1916.5,4.103557587,-0.827239985
1917,4.109227657,-0.825248387
1917.5,4.11532259,-0.828234052
1918,4.120194435,-0.826422266
1918.5,4.126572609,-0.829409967
1919,4.132808685,-0.827968093
1919.5,4.139220238,-0.831657248
1920,4.143737316,-0.830801583
1920.5,4.148337841,-0.834651708
1921,4.152099609,-0.834050317
1921.5,4.154484272,-0.838164767
1922,4.156688213,-0.837306542
1922.5,4.159686565,-0.841359589
1923,4.162085533,-0.840887086
1923.5,4.163647175,-0.845457995
1924,4.162800789,-0.845126247
1924.5,4.162572861,-0.849235904
1925,4.161953926,-0.848639
1925.5,4.16273737,-0.852672816
1926,4.16319561,-0.852721319
1926.5,4.160528183,-0.857402494
1927,4.158055782,-0.857082522
1927.5,4.154975891,-0.861605089
1928,4.15118885,-0.861392493
1928.5,4.145530701,-0.865836355
1929,4.139699459,-0.864899529
1929.5,4.136083126,-0.868644881
1930,4.132720947,-0.868136758
1930.5,4.127119541,-0.872527804
1931,4.120642662,-0.871734394
1931.5,4.115120888,-0.875557728
1932,4.109909058,-0.874850416
1932.5,4.103272915,-0.879112001
1933,4.094936848,-0.878356032
1933.5,4.086494446,-0.88190567
1934,4.079742908,-0.880539797
1934.5,4.073115349,-0.884466089
1935,4.063586235,-0.883573409
1935.5,4.053984165,-0.886802971
1936,4.045737267,-0.885210203
1936.5,4.037436962,-0.888542543
1937,4.028159142,-0.887134121
1937.5,4.017879009,-0.890201714
1938,4.008254051,-0.888083103
1938.5,4.000163555,-0.890835581
1939,3.991178513,-0.889136598
1939.5,3.980701923,-0.892002391
1940,3.969727278,-0.88965273
1940.5,3.960463047,-0.891681891
1941,3.952106953,-0.889363612
1941.5,3.941907644,-0.891730361
1942,3.932048559,-0.888921867
1942.5,3.922943354,-0.890705767
1943,3.915142298,-0.887771382
1943.5,3.906863689,-0.889933624
1944,3.897226334,-0.887137875
1944.5,3.887825489,-0.888752523
1945,3.879296303,-0.885498116
1945.5,3.871069193,-0.887123084
1946,3.861891508,-0.883988109
1946.5,3.852299452,-0.885181717
1947,3.844149828,-0.881364905
1947.5,3.836577415,-0.882501101
1948,3.828202963,-0.878821143
1948.5,3.819865227,-0.879587248
1949,3.812207222,-0.875308142
1949.5,3.806425095,-0.875746689
1950,3.800274611,-0.871923619
1950.5,3.792366028,-0.87241757
1951,3.785907984,-0.867755978
1951.5,3.780071735,-0.867753499
1952,3.775362968,-0.862927222
1952.5,3.770328522,-0.862820486
1953,3.766337156,-0.857402406
1953.5,3.765291214,-0.856736367
1954,3.765337944,-0.851835385
1954.5,3.764714241,-0.851752832
1955,3.765049458,-0.846790385
1955.5,3.765974522,-0.846589697
1956,3.768954515,-0.841628056
1956.5,3.772445679,-0.842044272
1957,3.775229931,-0.837611908
1957.5,3.779672861,-0.837990993
1958,3.784775972,-0.834042539
1958.5,3.789294481,-0.835241183
1959,3.792915821,-0.831550349
1959.5,3.798114777,-0.832618561
1960,3.803329706,-0.829441687
1960.5,3.807657957,-0.831109833
1961,3.812096834,-0.828043987
1961.5,3.816448689,-0.8299424
1962,3.820408583,-0.82700381
1962.5,3.825884581,-0.829090495
1963,3.829417706,-0.827023044
1963.5,3.831490278,-0.829351153
1964,3.833693504,-0.826859624
1964.5,3.836328506,-0.829041697
1965,3.838625669,-0.826856382
1965.5,3.839218616,-0.829176341
1966,3.840460539,-0.82646055
1966.5,3.842689037,-0.828502223
1967,3.844719172,-0.826207147
1967.5,3.845019102,-0.828382733
1968,3.846617699,-0.825559145
1968.5,3.848406315,-0.82752127
1969,3.851645947,-0.824778335
1969.5,3.854244471,-0.827330874
1970,3.855117321,-0.824860777
1970.5,3.857013226,-0.826817517
1971,3.860115051,-0.824089668
1971.5,3.864203215,-0.82647027
1972,3.866821527,-0.824491632
1972.5,3.86878252,-0.826891761
1973,3.872101545,-0.824649629
1973.5,3.875233889,-0.827519662
1974,3.87659359,-0.825866013
1974.5,3.876932383,-0.82836609
1975,3.879692078,-0.826107376
1975.5,3.882043362,-0.829066179
1976,3.883349419,-0.82741564
1976.5,3.882972479,-0.830303502
1977,3.883610964,-0.827994033
1977.5,3.885456324,-0.830682068
1978,3.886740208,-0.82894112
1978.5,3.886205435,-0.831844926
1979,3.886362791,-0.829506354
1979.5,3.887654781,-0.832102213
1980,3.888961315,-0.830006464
1980.5,3.890183449,-0.832855133
1981,3.891043663,-0.830786275
1981.5,3.89295435,-0.833708723
1982,3.893330812,-0.832092383
1982.5,3.8930583,-0.835086448
1983,3.891877413,-0.833003157
1983.5,3.892760754,-0.835349993
1984,3.89420557,-0.833393634
1984.5,3.895167589,-0.836227822
1985,3.89567709,-0.834348517
1985.5,3.896500111,-0.837046831
1986,3.89784193,-0.835123575
1986.5,3.899376869,-0.838134891
1987,3.899326324,-0.836465516
1987.5,3.900686026,-0.838957401
1988,3.904211521,-0.837581458
1988.5,3.903987885,-0.841373538
1989,3.90230298,-0.839800054
1989.5,3.901568413,-0.842525575
1990,3.903043509,-0.840521908
1990.5,3.904952526,-0.843914283
1991,3.904484987,-0.842691145
1991.5,3.903841972,-0.845791503
1992,3.904093504,-0.844120341
1992.5,3.904922962,-0.847348285
1993,3.905336857,-0.846040447
1993.5,3.905323267,-0.849488231
1994,3.905167818,-0.848108564
1994.5,3.905959368,-0.851646654
1995,3.905335665,-0.850733714
1995.5,3.904394865,-0.85434019
1996,3.903396606,-0.853220411
1996.5,3.903429985,-0.856916562
1997,3.902208328,-0.856390985
1997.5,3.899695158,-0.860422532
1998,3.896028757,-0.859678415
1998.5,3.893058777,-0.863166198
1999,3.891238213,-0.862486606
1999.5,3.886939764,-0.866679624
2000,3.882006407,-0.865740042
2000.5,3.878309011,-0.869590216
2001,3.872508526,-0.869105132
2001.5,3.86587429,-0.872725058
2002,3.859512568,-0.871789611
2002.5,3.852259159,-0.875172689
2003,3.84599781,-0.873986276
2003.5,3.837949276,-0.877445763
2004,3.829941034,-0.875801727
2004.5,3.822799683,-0.878641123
2005,3.816388607,-0.87707287
2005.5,3.808358431,-0.880237935
2006,3.800011635,-0.878428827
2006.5,3.791463137,-0.88112424
2007,3.78306222,-0.878924941
2007.5,3.774986744,-0.881210451
2008,3.767632008,-0.878760548
2008.5,3.760406733,-0.881027606
2009,3.75300622,-0.878576609
2009.5,3.745753288,-0.880673032
2010,3.738481998,-0.878061092
2010.5,3.731636763,-0.879886378
2011,3.72565341,-0.877123764
2011.5,3.720457315,-0.879142728
2012,3.714185238,-0.877190151
2012.5,3.704479218,-0.87921737
2013,3.697552681,-0.87599495
2013.5,3.690724134,-0.877711757
2014,3.684834242,-0.874651553
2014.5,3.678369522,-0.876609227
2015,3.671581268,-0.873711218
2015.5,3.663913488,-0.875671813
2016,3.655179262,-0.87239824
2016.5,3.647604942,-0.873591728
2017,3.640187263,-0.869936588
2017.5,3.634063721,-0.87101388
2018,3.626774073,-0.867689825
2018.5,3.618206978,-0.868573418
2019,3.610403538,-0.864185161
2019.5,3.604757309,-0.864343181
2020,3.599480867,-0.860144736
2020.5,3.593403578,-0.86054001
2021,3.587214708,-0.855806728
2021.5,3.582817078,-0.855505017
2022,3.578499079,-0.850536022
2022.5,3.57614398,-0.849810326
2023,3.57518959,-0.844938184
2023.5,3.574012995,-0.844592389
2024,3.574377775,-0.839812388
2024.5,3.573819637,-0.839924434
2025,3.572886467,-0.83499812
2025.5,3.574036837,-0.83439953
2026,3.576582909,-0.82963792
2026.5,3.578684568,-0.829548214
2027,3.581446171,-0.824869779
2027.5,3.584327459,-0.824615536
2028,3.589590549,-0.819730498
2028.5,3.595618486,-0.819928196
2029,3.602067232,-0.815706113
2029.5,3.608957052,-0.816365976
2030,3.61577177,-0.812715827
2030.5,3.62217164,-0.813628624
2031,3.629814863,-0.809983835
2031.5,3.637944937,-0.811209784
2032,3.646832943,-0.808166185
2032.5,3.655256987,-0.810097176
2033,3.663385153,-0.807672734
2033.5,3.670521259,-0.80987531
2034,3.678480864,-0.807447847
2034.5,3.686596155,-0.809824449
2035,3.695810318,-0.807911015
2035.5,3.703962803,-0.81119479
2036,3.710911751,-0.810003299
2036.5,3.716542006,-0.813359654
2037,3.722934961,-0.811980097
2037.5,3.729190826,-0.81551429
2038,3.735587597,-0.81461434
2038.5,3.740938187,-0.818678943
2039,3.745691299,-0.818241904
2039.5,3.748558044,-0.822564227
2040,3.751349926,-0.821954127
2040.5,3.753679752,-0.82615961
2041,3.756489038,-0.825598622
2041.5,3.758691311,-0.830397296
2042,3.757862568,-0.830352848
2042.5,3.756830692,-0.834662478
2043,3.755601645,-0.834112759
2043.5,3.754944563,-0.8384411
2044,3.751983166,-0.838177448
2044.5,3.749027252,-0.842084233
2045,3.746236086,-0.841417612
2045.5,3.742928267,-0.845290332
2046,3.739558697,-0.844346959
2046.5,3.737148285,-0.848043457
2047,3.734184027,-0.847462669
2047.5,3.730285406,-0.851431737
2048,3.725729227,-0.850916111
2048.5,3.719433784,-0.854731093
2049,3.713952065,-0.853574661
2049.5,3.708443165,-0.857191021
2050,3.702563763,-0.85612776
2050.5,3.695733786,-0.859777207
2051,3.687663078,-0.858342895
2051.5,3.680775881,-0.861161512
2052,3.674614191,-0.859485667
2052.5,3.667956591,-0.862525825
2053,3.660979748,-0.860784404
2053.5,3.653976917,-0.86374623
2054,3.645445824,-0.861873318
2054.5,3.637730837,-0.864031275
2055,3.6317873,-0.861664931
2055.5,3.625766277,-0.864325703
2056,3.618000507,-0.862395031
2056.5,3.6096766,-0.864657277
2057,3.601725101,-0.862038666
2057.5,3.594429255,-0.863873541
2058,3.587509632,-0.861089964
2058.5,3.580789328,-0.862841939
2059,3.574599266,-0.859968979
2059.5,3.568294287,-0.861921957
2060,3.560638905,-0.85904634
2060.5,3.554034233,-0.860341064
2061,3.548475266,-0.857146877
2061.5,3.543355703,-0.858793909
2062,3.536773443,-0.856041189
2062.5,3.52974534,-0.857436585
2063,3.522963285,-0.854182561
2063.5,3.516461134,-0.855181674
2064,3.510757446,-0.851794027
2064.5,3.503993034,-0.852717254
2065,3.499161959,-0.848887698
2065.5,3.493701696,-0.850007797
2066,3.487947702,-0.84621089
2066.5,3.482273579,-0.846958834
2067,3.477065325,-0.84271056
2067.5,3.473478079,-0.843221924
2068,3.469302177,-0.83937564
2068.5,3.464473009,-0.839968265
2069,3.459849834,-0.835565468
2069.5,3.456764221,-0.835701984
2070,3.453845024,-0.831417493
2070.5,3.450805187,-0.8317152
2071,3.447584391,-0.827125144
2071.5,3.446170807,-0.826929902
2072,3.445581675,-0.822465675
2072.5,3.444848537,-0.822770567
2073,3.443697929,-0.818292399
2073.5,3.444424391,-0.818405297
2074,3.444190264,-0.814447695
2074.5,3.443235159,-0.814593891
2075,3.44338131,-0.80991521
2075.5,3.445806265,-0.809760287
2076,3.44899106,-0.805867808
2076.5,3.450445175,-0.806639911
2077,3.451880217,-0.802735224
2077.5,3.453479528,-0.803251899
2078,3.455984354,-0.799349231
2078.5,3.458150387,-0.800099948
2079,3.461099386,-0.796337408
2079.5,3.463764191,-0.797505067
2080,3.465364456,-0.794161768
2080.5,3.466058969,-0.79511774
2081,3.467889786,-0.791070609
2081.5,3.47135067,-0.791968839
2082,3.473763704,-0.788626285
2082.5,3.475455761,-0.789746612
2083,3.476832867,-0.785986871
2083.5,3.479700089,-0.786650168
2084,3.482885838,-0.78292636
2084.5,3.487036467,-0.783892281
2085,3.490322351,-0.780647772
2085.5,3.49374342,-0.781798324
2086,3.4963274,-0.778707651
2086.5,3.498261452,-0.779594947
2087,3.501829863,-0.775864777
2087.5,3.506391287,-0.776838133
2088,3.510415316,-0.77375648
2088.5,3.513331175,-0.774796599
2089,3.517701387,-0.771261994
2089.5,3.522424459,-0.772270686
2090,3.527982712,-0.769120936
2090.5,3.532199144,-0.770430395
2091,3.538225651,-0.767154471
2091.5,3.543589592,-0.768905865
2092,3.548378944,-0.766024519
2092.5,3.552814245,-0.767626305
2093,3.558051825,-0.76454901
2093.5,3.563457251,-0.766351846
2094,3.567730665,-0.763566667
2094.5,3.572172165,-0.764990382
2095,3.577917576,-0.761755716
2095.5,3.585029364,-0.76332094
2096,3.591832638,-0.76084236
2096.5,3.597369671,-0.762845752
2097,3.603455067,-0.760151466
2097.5,3.609840631,-0.762208866
2098,3.61529541,-0.75971012
2098.5,3.621617794,-0.761380547
2099,3.629450321,-0.758819064
2099.5,3.637326002,-0.761071997
2100,3.644571543,-0.75919599
2100.5,3.650090456,-0.761482599
2101,3.658082008,-0.758926417
2101.5,3.66700983,-0.76157024
2102,3.674635172,-0.759950139
2102.5,3.681904793,-0.762695098
2103,3.690040588,-0.76105406
2103.5,3.697662354,-0.764203987
2104,3.704916954,-0.762848977
2104.5,3.712165117,-0.765996621
2105,3.720338821,-0.764778487
2105.5,3.728065252,-0.768646091
2106,3.733304501,-0.76807608
2106.5,3.738213778,-0.771454022
2107,3.74475956,-0.770443818
2107.5,3.750626087,-0.774249658
2108,3.755907297,-0.773558347
2108.5,3.760852575,-0.777283759
2109,3.766241312,-0.776619162
2109.5,3.770609617,-0.780526371
2110,3.775242329,-0.779779136
2110.5,3.779973269,-0.783554995
2111,3.785847902,-0.782966962
2111.5,3.790692329,-0.787422172
2112,3.793904543,-0.78718076
2112.5,3.797353745,-0.791212234
2113,3.801863909,-0.790790304
2113.5,3.806369781,-0.795311355
2114,3.809455395,-0.795471968
2114.5,3.81217742,-0.799994329
2115,3.815175772,-0.800253728
2115.5,3.816431761,-0.805172791
2116,3.817495108,-0.805303961
2116.5,3.818783283,-0.81024469
2117,3.818063736,-0.810786369
2117.5,3.816679716,-0.81547555
2118,3.815538883,-0.815655563
2118.5,3.814025164,-0.820353408
2119,3.812007666,-0.820709619
2119.5,3.808356762,-0.82550011
2120,3.803861618,-0.825500043
2120.5,3.799547911,-0.829601996
2121,3.796119928,-0.829389776
2121.5,3.791084528,-0.833595973
2122,3.786846161,-0.833143323
2122.5,3.781148911,-0.837300083
2123,3.775359392,-0.836543472
2123.5,3.769054174,-0.840180778
2124,3.763566017,-0.838835188
2124.5,3.759107351,-0.842163044
2125,3.754581213,-0.841076424
2125.5,3.748645067,-0.844564526
2126,3.742571115,-0.842798547
2126.5,3.739114285,-0.845578953
2127,3.735265493,-0.844216521
2127.5,3.73081708,-0.847208078
2128,3.727087736,-0.845567454
2128.5,3.723510504,-0.848653746
2129,3.719095945,-0.847142004
2129.5,3.715079784,-0.84994138
2130,3.711606264,-0.848237639
2130.5,3.70853281,-0.851184545
2131,3.704528809,-0.849844836
2131.5,3.699257135,-0.852605721
2132,3.695624113,-0.850494555
2132.5,3.69283247,-0.853176595
2133,3.689693213,-0.851425373
2133.5,3.686491728,-0.854095937
2134,3.684206724,-0.852320294
2134.5,3.68102479,-0.855371493
2135,3.677431822,-0.853606996
2135.5,3.674010515,-0.856562397
2136,3.669389009,-0.854725164
2136.5,3.665568352,-0.857233061
2137,3.661649227,-0.854998726
2137.5,3.659694195,-0.857218928
2138,3.657908201,-0.855318933
2138.5,3.655656815,-0.858102504
2139,3.652316093,-0.856215557
2139.5,3.650246143,-0.858671732
2140,3.647709846,-0.856899128
2140.5,3.645223141,-0.859406623
2141,3.643012285,-0.85752447
2141.5,3.64112401,-0.860159965
2142,3.638424397,-0.858555459
2142.5,3.635091305,-0.861014944
2143,3.633079052,-0.858977956
2143.5,3.630850792,-0.861550927
2144,3.628666162,-0.859569631
2144.5,3.626893997,-0.862048468
2145,3.625263453,-0.860175916
2145.5,3.623500347,-0.862718805
2146,3.622132778,-0.860850929
2146.5,3.620743513,-0.863375794
2147,3.620590448,-0.861624992
2147.5,3.619325161,-0.864657239
2148,3.61807394,-0.863056809
2148.5,3.616521597,-0.86609719
2149,3.615001202,-0.864522063
2149.5,3.613493919,-0.867553692
2150,3.612498283,-0.866019886
2150.5,3.611551762,-0.869447558
2151,3.609297752,-0.86828922
2151.5,3.607566118,-0.871715203
2152,3.604794264,-0.870770235
2152.5,3.601897955,-0.874297428
2153,3.598171234,-0.873429846
2153.5,3.59381175,-0.876958576
2154,3.588958502,-0.875922772
2154.5,3.58356905,-0.879263858
2155,3.578235865,-0.877911081
2155.5,3.572685003,-0.881161495
2156,3.566470861,-0.879571835
2156.5,3.561216116,-0.882523431
2157,3.554828167,-0.880877189
2157.5,3.549668312,-0.883536002
2158,3.543947458,-0.88200417
2158.5,3.537405252,-0.884765306
2159,3.530729771,-0.882803593
2159.5,3.524222851,-0.885224916
2160,3.517675161,-0.882844311
2160.5,3.512336969,-0.88499868
2161,3.506146669,-0.882506259
2161.5,3.502110004,-0.884324908
2162,3.497745514,-0.882150566
2162.5,3.49279952,-0.884384413
2163,3.487105608,-0.881870364
2163.5,3.483473539,-0.883613494
2164,3.47936511,-0.881349703
2164.5,3.475428581,-0.883289718
2165,3.471264839,-0.881021741
2165.5,3.46717906,-0.882869897
2166,3.46375227,-0.880484624
2166.5,3.4603405,-0.882445499
2167,3.457491159,-0.880296019
2167.5,3.453304291,-0.882638305
2168,3.449181557,-0.880348034
2168.5,3.44502902,-0.882514947
2169,3.44085741,-0.880133513
2169.5,3.437184811,-0.882238904
2170,3.433149338,-0.88005269
2170.5,3.428708315,-0.882316821
2171,3.423171997,-0.880061061
2171.5,3.417932272,-0.881717639
2172,3.414055109,-0.879111155
2172.5,3.409101009,-0.881041765
2173,3.40436697,-0.878181657
2173.5,3.400216818,-0.879812683
2174,3.395828962,-0.876910721
2174.5,3.392151117,-0.87823351
2175,3.389661312,-0.875311725
2175.5,3.386259556,-0.877139776
2176,3.382503033,-0.874129938
2176.5,3.379759312,-0.875633336
2177,3.376811743,-0.872691385
2177.5,3.374165297,-0.874265227
2178,3.37106967,-0.871198548
2178.5,3.369543076,-0.87247283
2179,3.368514776,-0.869777911
2179.5,3.365591049,-0.871757515
2180,3.362555265,-0.86838588
2180.5,3.362713575,-0.86991646
2181,3.360540152,-0.867260887
2181.5,3.360185385,-0.868758009
2182,3.358849764,-0.866353202
2182.5,3.357800245,-0.868019033
2183,3.356812,-0.865679454
2183.5,3.354807138,-0.867571557
2184,3.35348177,-0.86479164
2184.5,3.353343964,-0.866698906
2185,3.352253437,-0.864399725
2185.5,3.351670504,-0.866487031
2186,3.35048604,-0.864447247
2186.5,3.348544359,-0.866919834
2187,3.344774723,-0.864576032
2187.5,3.343356609,-0.866170407
2188,3.341914415,-0.86388747
2188.5,3.340517998,-0.865914242
2189,3.337972641,-0.863657576
2189.5,3.336711407,-0.865236417
2190,3.336116791,-0.863091896
2190.5,3.334603548,-0.865172567
2191,3.333179951,-0.863049322
2191.5,3.331522703,-0.865011396
2192,3.330852985,-0.86288701
2192.5,3.329218388,-0.865161222
2193,3.328104258,-0.863064782
2193.5,3.326752186,-0.865477421
2194,3.325094938,-0.863703113
2194.5,3.322050333,-0.866161538
2195,3.31985116,-0.863777876
2195.5,3.319353819,-0.86616713
2196,3.317043066,-0.864762356
2196.5,3.313186884,-0.867102639
2197,3.311412096,-0.864910842
2197.5,3.309392691,-0.867690885
2198,3.305524588,-0.866005341
2198.5,3.301943779,-0.868208573
2199,3.29967761,-0.866263685
2199.5,3.296217918,-0.869014587
2200,3.292072535,-0.867132179
2200.5,3.287866592,-0.869541049
2201,3.284087896,-0.867416786
2201.5,3.280329704,-0.870058076
2202,3.274753571,-0.86808298
2202.5,3.270321608,-0.870121817
2203,3.265971661,-0.868179091
2203.5,3.259725094,-0.870487898
2204,3.254070044,-0.867657857
2204.5,3.250134945,-0.869550439
2205,3.245014668,-0.866980288
2205.5,3.241234541,-0.868862794
2206,3.23561883,-0.866378302
2206.5,3.232145548,-0.867852277
2207,3.227926016,-0.865821591
2207.5,3.221734285,-0.867556715
2208,3.21734333,-0.864535365
2208.5,3.213829756,-0.866473809
2209,3.207958698,-0.864049737
2209.5,3.203006029,-0.865505125
2210,3.197965384,-0.862794148
2210.5,3.193300724,-0.864402524
2211,3.187107801,-0.861742075
2211.5,3.181853056,-0.862766809
2212,3.177555323,-0.859914157
2212.5,3.172198057,-0.861615322
2213,3.164604902,-0.858629054
2213.5,3.158919334,-0.859056149
2214,3.154336691,-0.855730866
2214.5,3.149362803,-0.856547245
2215,3.144174576,-0.853220986
2215.5,3.139240026,-0.853729353
2216,3.134893417,-0.850410099
2216.5,3.129167557,-0.850982609
2217,3.124672651,-0.847231286
2217.5,3.119446516,-0.847651779
2218,3.11504817,-0.843700411
2218.5,3.109961271,-0.843950115
2219,3.105652809,-0.839624686
2219.5,3.101488113,-0.839638964
2220,3.097066402,-0.835070022
2220.5,3.09436965,-0.834330128
2221,3.093230009,-0.829995977
2221.5,3.089885473,-0.829950682
2222,3.087535381,-0.824996409
2222.5,3.086589336,-0.824328013
2223,3.086982012,-0.819664655
2223.5,3.086689472,-0.819707424
2224,3.085655212,-0.815187687
2224.5,3.085821867,-0.814644101
2225,3.087157011,-0.810263095
2225.5,3.087231636,-0.810280358
2226,3.08786869,-0.805678508
2226.5,3.0894835,-0.805482477
2227,3.091159821,-0.801381167
2227.5,3.091398239,-0.801382402
2228,3.093144178,-0.796620251
2228.5,3.09600544,-0.796559695
2229,3.098572969,-0.792383722
2229.5,3.100931883,-0.792503077
2230,3.103649616,-0.78820565
2230.5,3.107072592,-0.788372978
2231,3.109799385,-0.784435276
2231.5,3.112471819,-0.784322615
2232,3.117260695,-0.780073791
2232.5,3.120923281,-0.780608452
2233,3.124454975,-0.776194441
2233.5,3.130479813,-0.77626784
2234,3.136196613,-0.77255183
2234.5,3.141750336,-0.77320517
2235,3.146637678,-0.769498624
2235.5,3.153283119,-0.769761363
2236,3.160761833,-0.766552512
2236.5,3.166602135,-0.767554437
2237,3.173780441,-0.764076571
2237.5,3.181777716,-0.765293142
2238,3.189269781,-0.762533793
2238.5,3.19693923,-0.76396507
2239,3.205406666,-0.761509174
2239.5,3.213408947,-0.763649462
2240,3.220666885,-0.761857407
2240.5,3.226783037,-0.764109492
2241,3.233936548,-0.762143116
2241.5,3.240391493,-0.764668096
2242,3.247224331,-0.762918274
2242.5,3.253813505,-0.765811144
2243,3.259054661,-0.764556948
2243.5,3.263689756,-0.767127037
2244,3.270105362,-0.765389688
2244.5,3.277019024,-0.768460386
2245,3.282549858,-0.767849749
2245.5,3.285731792,-0.771061386
2246,3.29093194,-0.769773284
2246.5,3.295204639,-0.773336943
2247,3.298736811,-0.772355376
2247.5,3.302372217,-0.775765852
2248,3.305451155,-0.774937438
2248.5,3.307978868,-0.778351935
2249,3.310071468,-0.777369223
2249.5,3.312278986,-0.780276919
2250,3.316884756,-0.779045971
2250.5,3.320625782,-0.782934703
2251,3.322551966,-0.782358703
2251.5,3.324753523,-0.785925868
2252,3.327109814,-0.785361681
2252.5,3.328774214,-0.789325845
2253,3.329398632,-0.788917562
2253.5,3.329998255,-0.792746288
2254,3.32964921,-0.792356472
2254.5,3.329049349,-0.795846819
2255,3.329796791,-0.795171958
2255.5,3.329852104,-0.799240605
2256,3.32852602,-0.799080623
2256.5,3.325944424,-0.803136403
2257,3.32234025,-0.802548292
2257.5,3.318957806,-0.806022105
2258,3.3148067,-0.805008489
2258.5,3.311807632,-0.807910046
2259,3.308537722,-0.806881725
2259.5,3.304780722,-0.809641635
2260,3.301982641,-0.808256898
2260.5,3.298755169,-0.811002494
2261,3.295850992,-0.809683249
2261.5,3.291508913,-0.812272518
2262,3.288970947,-0.81030966
2262.5,3.286764145,-0.812884283
2263,3.284311056,-0.81142528
2263.5,3.280691862,-0.813957997
2264,3.278516531,-0.812176987
2264.5,3.275127411,-0.814834152
2265,3.272467136,-0.812919936
2265.5,3.269435167,-0.815546842
2266,3.266133308,-0.813635041
2266.5,3.263100863,-0.815995065
2267,3.259972095,-0.814056025
2267.5,3.256830692,-0.816181599
2268,3.254864454,-0.814146868
2268.5,3.251983166,-0.816601611
2269,3.249188662,-0.81465935
2269.5,3.245790005,-0.816961981
2270,3.243262291,-0.81493497
2270.5,3.239309549,-0.817380773
2271,3.236118317,-0.815069246
2271.5,3.232328415,-0.817545986
2272,3.22747016,-0.815006508
2272.5,3.22430253,-0.8167207
2273,3.221097946,-0.814199951
2273.5,3.217609406,-0.816070883
2274,3.213924646,-0.813195901
2274.5,3.211631775,-0.814729125
2275,3.208965778,-0.811971707
2275.5,3.20681715,-0.813652936
2276,3.203569651,-0.810912443
2276.5,3.201141119,-0.812237409
2277,3.198749304,-0.809180379
2277.5,3.197333336,-0.810397614
2278,3.195930958,-0.807214596
2278.5,3.196551561,-0.808545473
2279,3.1956985,-0.806110388
2279.5,3.194787741,-0.807693167
2280,3.193228722,-0.805080087
2280.5,3.192403555,-0.806440938
2281,3.191304684,-0.803815697
2281.5,3.190352917,-0.805090589
2282,3.190100431,-0.802285749
2282.5,3.190128803,-0.803798905
2283,3.18934989,-0.801321135
2283.5,3.188506603,-0.802626093
2284,3.188483477,-0.799960723
2284.5,3.187723398,-0.80138901
2285,3.187514544,-0.798564523
2285.5,3.187234402,-0.799754698
2286,3.1885252,-0.796822398
2286.5,3.189258575,-0.798475548
2287,3.189531803,-0.795766525
2287.5,3.190241814,-0.797073214
2288,3.192135572,-0.794378659
2288.5,3.193086147,-0.796181188
2289,3.194091082,-0.793447672
2289.5,3.196066141,-0.79512163
2290,3.197447062,-0.792792887
2290.5,3.198782921,-0.79450256
2291,3.200596571,-0.792148039
2291.5,3.202163458,-0.793986749
2292,3.204282284,-0.791781465
2292.5,3.205497026,-0.793816565
2293,3.207587957,-0.791495934
2293.5,3.209646225,-0.793695722
2294,3.211453438,-0.791690447
2294.5,3.213255882,-0.793855774
2295,3.216082335,-0.792082686
2295.5,3.216837883,-0.794946845
2296,3.217416286,-0.792908321
2296.5,3.219122887,-0.795462629
2297,3.219614744,-0.79384622
2297.5,3.219726086,-0.796331068
2298,3.220190525,-0.794165242
2298.5,3.222579956,-0.79662145
2299,3.223161459,-0.79531872
2299.5,3.222975254,-0.797847156
2300,3.223360538,-0.795989672
2300.5,3.224283457,-0.798515444
2301,3.224635601,-0.796835598
2301.5,3.225848436,-0.799321952
2302,3.227074385,-0.798011904
2302.5,3.227008104,-0.80115294
2303,3.22546196,-0.799640464
2303.5,3.225846767,-0.802074533
2304,3.225610495,-0.800890478
2304.5,3.224519253,-0.803543461
2305,3.223795414,-0.802061037
2305.5,3.222889185,-0.804602996
2306,3.222558498,-0.803123713
2306.5,3.221497059,-0.805849973
2307,3.220701933,-0.804401461
2307.5,3.219011545,-0.807206618
2308,3.21724081,-0.805498682
2308.5,3.216284275,-0.807972956
2309,3.215240002,-0.806507413
2309.5,3.213309288,-0.809127605
2310,3.212066174,-0.807363642
2310.5,3.210890532,-0.810108049
2311,3.208633423,-0.808554386
2311.5,3.206761837,-0.810959825
2312,3.205251694,-0.809241888
2312.5,3.203516722,-0.81182141
2313,3.201437712,-0.810008341
2313.5,3.200474501,-0.812474184
2314,3.198353052,-0.811034478
2314.5,3.196151018,-0.813450325
2315,3.193879366,-0.811756451
2315.5,3.192151785,-0.814020841
2316,3.190416813,-0.812564416
2316.5,3.187256813,-0.814950966
2317,3.185352325,-0.812880522
